Table S10. Characteristics of the 28,947 TEs annotated in the 47 genomes analyzed in this work that were transfered to the reference genome. "TEs used in the site frequency spectrum (SFS) analysis" are the result of filtering out the insertions < 120bp long  (28,365 TEs). "North America" and "Europe" refers to the number of strains containing that particular in those continents (see Table S15). "Other" refers to the TEs which are neither from Europe or North America.																					
TE name	Chromosome	Start	End	Strand	Class	Order	SuperFamily	Family	TE present in REF	Number of genomes present (47)	Genomes	TE name (in strain)	TE length c	TE ratio vs family consensus sequence (in strains)	Recombination rate Comeron et al 2012	Recombination rate Fiston-Lavier et al 2011	Recombination classification	TE used in SFS analysis	Europe	North_America	Other
FBti0063191	3L	12187930	12188243	#ERROR!	RNA	LTR	Gypsy	gypsy12	YES	46	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_822_gypsy12;ORE_816_gypsy12;A6_854_gypsy12;B6_857_gypsy12;B4_831_gypsy12;B3_817_gypsy12;JUT-008_832_gypsy12;MUN-008_914_gypsy12;AB8_824_gypsy12;AKA-017_819_gypsy12;MUN-013_992_gypsy12;A3_817_gypsy12;STO-022_917_gypsy12;B2_911_gypsy12;GIM-012_867_gypsy12;AKA-018_972_gypsy12;JUT-011_836_gypsy12;COR-018_1009_gypsy12;TEN-015_829_gypsy12;RAL-177_813_gypsy12;A4_797_gypsy12;A1_852_gypsy12;RAL-375_778_gypsy12;SLA-001_1096_gypsy12;RAL-059_1013_gypsy12;A7_833_gypsy12;MUN-015_801_gypsy12;GIM-024_785_gypsy12;COR-014_827_gypsy12;RAL-737_1025_gypsy12;LUN-007_1034_gypsy12;A5_828_gypsy12;COR-025_938_gypsy12;B1_827_gypsy12;RAL-426_946_gypsy12;COR-023_800_gypsy12;RAL-091_1058_gypsy12;TOM-008_833_gypsy12;RAL-176_1036_gypsy12;TOM-007_875_gypsy12;MUN-009_849_gypsy12;MUN-016_788_gypsy12;MUN-020_807_gypsy12;RAL-855_822_gypsy12;FBti0063191;LUN-004_842_gypsy12	458;478;478;478;478;478;437;478;438;438;438;478;478;478;438;478;478;479;478;478;478;438;477;459;478;478;438;445;478;478;478;478;443;478;438;438;477;478;478;478;438;478;478;477;313;478	0.044000000000000004;0.046;0.046;0.046;0.046;0.046;0.042;0.046;0.042;0.042;0.042;0.046;0.046;0.046;0.042;0.046;0.046;0.046;0.046;0.046;0.046;0.042;0.046;0.044;0.046;0.046;0.042;0.043;0.046;0.046;0.046;0.046;0.043;0.046;0.042;0.042;0.046;0.046;0.046;0.046;0.042;0.046;0.046;0.046;.;0.046	1.453742946	2.745	HRR	YES	16	25	5
FBti0020098	3L	12919336	12924506	#ERROR!	RNA	LINE	R1	Rt1b	YES	5	MUN-016;RAL-059;MUN-013;B2;ISO-1	MUN-013_998_Rt1b;B2_923_Rt1b;RAL-059_1015_Rt1b;MUN-016_795_Rt1b;FBti0020098	5008;5017;5021;5011;5170	0.979;0.981;0.982;0.98;.	2.630582473	2.555	HRR	YES	2	2	1
FBti0020114	3L	14954422	14956032	#ERROR!	DNA	TIR	CMC-Transib	transib2	YES	32	A2;ORE;A6;B6;B4;B3;JUT-008;AB8;AKA-017;MUN-013;STO-022;B2;GIM-012;AKA-018;TEN-015;A4;SLA-001;RAL-059;MUN-015;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_853_transib2;ORE_848_transib2;A6_899_transib2;B6_889_transib2;B4_867_transib2;B3_848_transib2;JUT-008_870_transib2;AB8_855_transib2;AKA-017_856_transib2;MUN-013_1035_transib2;STO-022_950_transib2;B2_951_transib2;GIM-012_906_transib2;AKA-018_994_transib2;TEN-015_856_transib2;A4_828_transib2;SLA-001_1128_transib2;RAL-059_1048_transib2;MUN-015_842_transib2;GIM-024_817_transib2;COR-014_856_transib2;RAL-737_1046_transib2;LUN-007_1183_transib2;A5_865_transib2;COR-025_971_transib2;TOM-007_912_transib2;MUN-009_886_transib2;MUN-016_821_transib2;MUN-020_841_transib2;RAL-855_848_transib2;FBti0020114;LUN-004_886_transib2	1612;1615;1614;1613;1614;1615;1616;1612;1614;1614;1612;1615;1613;1615;1612;1610;1614;1620;1618;1614;1609;1608;1270;1610;1615;1615;1614;1613;1604;1611;1610;1612	0.562;0.563;0.563;0.563;0.563;0.563;0.564;0.562;0.563;0.563;0.562;0.563;0.563;0.563;0.562;0.562;0.563;0.565;0.564;0.563;0.561;0.561;0.443;0.562;0.563;0.563;0.563;0.563;0.559;0.562;.;0.562	0.346129273	1.96	HRR	YES	9	19	4
FBti0020116	3L	15085107	15086212	#ERROR!	DNA	TIR	P	1360	YES	3	A2;ISO-1;RAL-737	A2_854_1360;RAL-737_1047_1360;FBti0020116	1108;1108;1105	0.239;0.239;.	0.7614844	1.93	HRR	YES	3	0	0
FBti0020125	3L	16523336	16528459	#ERROR!	RNA	LINE	Jockey	BS	YES	10	GIM-012;A6;COR-018;RAL-177;RAL-737;RAL-059;AB8;RAL-855;B2;ISO-1	A6_927_BS;AB8_872_BS;B2_973_BS;GIM-012_924_BS;COR-018_1088_BS;RAL-177_876_BS;RAL-059_1076_BS;RAL-737_1087_BS;RAL-855_862_BS;FBti0020125	5130;5130;5130;5132;5132;5129;5146;5116;5129;5123	0.9640000000000001;0.9640000000000001;0.9640000000000001;0.965;0.965;0.964;0.967;0.962;0.964;.	2.146001491	1.37	HRR	YES	6	2	2
FBti0020146	3L	18189644	18190189	#ERROR!	DNA	TIR	TcMar-Tc1	S-element	YES	34	A2;ORE;A6;B6;B3;JUT-008;MUN-008;AB8;MUN-013;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;SLA-001;KIE-094;GIM-024;COR-014;LUN-007;B1;COR-023;RAL-091;RAL-176;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_905_S-element;ORE_907_S-element;A6_984_S-element;B6_946_S-element;B3_915_S-element;JUT-008_931_S-element;MUN-008_1022_S-element;AB8_920_S-element;MUN-013_1096_S-element;STO-022_1012_S-element;B2_1022_S-element;GIM-012_972_S-element;AKA-018_1052_S-element;JUT-011_929_S-element;COR-018_1141_S-element;TEN-015_948_S-element;RAL-177_919_S-element;A4_895_S-element;A1_953_S-element;SLA-001_1215_S-element;KIE-094_978_S-element;GIM-024_905_S-element;COR-014_922_S-element;LUN-007_1250_S-element;B1_922_S-element;COR-023_894_S-element;RAL-091_1165_S-element;RAL-176_1143_S-element;MUN-009_947_S-element;MUN-016_882_S-element;MUN-020_930_S-element;RAL-855_904_S-element;FBti0020146;LUN-004_955_S-element	557;557;557;557;557;558;557;557;557;556;557;557;557;556;557;555;557;557;557;556;555;557;555;557;557;557;556;559;558;557;552;556;545;556	0.307;0.307;0.307;0.307;0.307;0.307;0.307;0.307;0.307;0.306;0.307;0.307;0.307;0.306;0.307;0.306;0.307;0.307;0.307;0.306;0.306;0.307;0.306;0.307;0.307;0.307;0.306;0.308;0.307;0.307;0.304;0.306;.;0.306	1.799872218	0.685	HRR	YES	11	19	4
FBti0020147	3L	18469825	18471291	#ERROR!	RNA	LTR	Gypsy	gypsy2	YES	47	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_910_gypsy2;ORE_910_gypsy2;A6_988_gypsy2;B6_950_gypsy2;B4_938_gypsy2;B3_923_gypsy2;JUT-008_934_gypsy2;MUN-008_1027_gypsy2;AB8_925_gypsy2;AKA-017_923_gypsy2;MUN-013_1098_gypsy2;A3_912_gypsy2;STO-022_1020_gypsy2;B2_1029_gypsy2;GIM-012_981_gypsy2;AKA-018_1054_gypsy2;JUT-011_932_gypsy2;COR-018_1144_gypsy2;TEN-015_956_gypsy2;RAL-177_922_gypsy2;A4_900_gypsy2;A1_958_gypsy2;RAL-375_880_gypsy2;SLA-001_1218_gypsy2;RAL-059_1131_gypsy2;A7_933_gypsy2;MUN-015_907_gypsy2;KIE-094_985_gypsy2;GIM-024_908_gypsy2;COR-014_926_gypsy2;RAL-737_1140_gypsy2;LUN-007_1257_gypsy2;A5_937_gypsy2;COR-025_1041_gypsy2;B1_927_gypsy2;RAL-426_1062_gypsy2;COR-023_899_gypsy2;RAL-091_1172_gypsy2;TOM-008_926_gypsy2;RAL-176_1145_gypsy2;TOM-007_982_gypsy2;MUN-009_951_gypsy2;MUN-016_887_gypsy2;MUN-020_937_gypsy2;RAL-855_906_gypsy2;FBti0020147;LUN-004_710_gypsy2;LUN-004_961_gypsy2	1466;1466;1466;1466;1466;1466;1413;1466;1466;1466;1466;1466;1464;1466;1466;1466;1466;1466;1466;1466;1466;1466;1466;1466;1466;1466;1464;1466;1466;1466;1466;1466;1466;1466;1466;1466;1466;1469;1466;1465;1466;1466;1466;1458;1466;1466;1461;1465	0.214;0.214;0.214;0.214;0.214;0.214;0.207;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.214;0.215;0.214;0.214;0.214;0.214;0.214;0.213;0.214;.;0.214;0.214	0.138451709	0.545	HRR	YES	16	26	5
FBti0020149	3L	18514973	18520090	#ERROR!	RNA	LINE	Jockey	BS	YES	41	A2;ORE;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;COR-018;TEN-015;RAL-375;A1;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_912_BS;ORE_913_BS;B6_954_BS;B4_942_BS;B3_925_BS;JUT-008_938_BS;MUN-008_1029_BS;AB8_928_BS;AKA-017_926_BS;MUN-013_1104_BS;A3_915_BS;STO-022_1033_BS;B2_1032_BS;GIM-012_984_BS;AKA-018_1057_BS;COR-018_1147_BS;TEN-015_960_BS;A1_960_BS;RAL-375_883_BS;SLA-001_1221_BS;RAL-059_1134_BS;A7_941_BS;MUN-015_913_BS;KIE-094_988_BS;GIM-024_912_BS;RAL-737_1143_BS;LUN-007_1262_BS;A5_939_BS;COR-025_1048_BS;B1_930_BS;RAL-426_1064_BS;RAL-091_1177_BS;TOM-008_929_BS;RAL-176_1148_BS;TOM-007_985_BS;MUN-009_954_BS;MUN-016_891_BS;MUN-020_941_BS;RAL-855_909_BS;FBti0020149;LUN-004_708_BS	5123;5123;5123;5123;5123;5122;5125;5123;5120;5113;5122;5111;5123;5131;5125;5124;5120;5122;5113;5439;5130;5123;5128;5120;5118;5104;5127;5123;5121;5123;5127;5127;5127;5144;5123;5122;5112;5117;5120;5117;5121	0.963;0.963;0.963;0.963;0.963;0.963;0.963;0.963;0.962;0.961;0.963;0.961;0.963;0.964;0.963;0.963;0.962;0.963;0.961;1.022;0.964;0.963;0.964;0.962;0.962;0.959;0.964;0.963;0.963;0.963;0.964;0.964;0.964;0.967;0.963;0.963;0.961;0.962;0.962;.;0.963	1.315291236	0.5	HRR	YES	14	23	4
FBti0020155	3L	18833837	18834940	#ERROR!	DNA	TIR	P	1360	YES	24	ORE;B6;JUT-008;MUN-008;AB8;MUN-013;B2;JUT-011;A4;A1;RAL-375;RAL-059;A7;MUN-015;KIE-094;RAL-737;LUN-007;RAL-426;COR-023;RAL-176;MUN-009;MUN-016;ISO-1;LUN-004	ORE_920_1360;B6_963_1360;JUT-008_946_1360;MUN-008_1036_1360;AB8_938_1360;MUN-013_1114_1360;B2_1046_1360;JUT-011_942_1360;A4_912_1360;A1_969_1360;RAL-375_896_1360;RAL-059_1142_1360;A7_946_1360;MUN-015_926_1360;KIE-094_996_1360;RAL-737_1148_1360;LUN-007_1276_1360;RAL-426_1071_1360;COR-023_915_1360;RAL-176_1154_1360;MUN-009_963_1360;MUN-016_900_1360;FBti0020155;LUN-004_694_1360	1106;1106;1106;1102;1106;1107;1106;1105;1106;1106;1106;1110;1106;1106;1105;1105;1106;1106;1109;1160;1104;1106;1103;1103	0.239;0.239;0.239;0.238;0.239;0.239;0.239;0.238;0.239;0.239;0.239;0.24;0.239;0.239;0.238;0.238;0.239;0.239;0.239;0.25;0.238;0.239;.;0.238	1.038387818	0.35	HRR	YES	9	11	4
FBti0019601	X	7845781	7847213	#ERROR!	DNA	TIR	CMC-Transib	hopper	YES	2	ISO-1;AB8	AB8_1509_hopper;FBti0019601	1432;1432	0.986;.	1.80835273	4.03	HRR	YES	1	0	1
FBti0019344	3R	9278840	9284016	#ERROR!	RNA	LINE	R1	Rt1a	YES	13	AKA-018;B6;TOM-008;TEN-015;RAL-177;TOM-007;A4;A1;SLA-001;STO-022;A3;COR-025;ISO-1	B6_1036_Rt1a;A3_997_Rt1a;STO-022_1139_Rt1a;AKA-018_1146_Rt1a;TEN-015_1047_Rt1a;RAL-177_1031_Rt1a;A4_978_Rt1a;A1_1052_Rt1a;SLA-001_1312_Rt1a;COR-025_1164_Rt1a;TOM-008_1017_Rt1a;TOM-007_1072_Rt1a;FBti0019344	5164;5165;4727;5062;5154;5059;5064;5065;5031;5065;5063;5164;5176	0.95;0.95;0.869;0.931;0.948;0.93;0.9309999999999999;0.932;0.925;0.932;0.931;0.95;.	0.979327255	0.43	HRR	YES	4	8	1
FBti0019354	3R	10804228	10811702	#ERROR!	RNA	LTR	Gypsy	17-6	YES	7	AKA-018;RAL-176;RAL-737;A4;AB8;ISO-1;LUN-004	AB8_1035_17-6;AKA-018_1160_17-6;A4_987_17-6;RAL-737_1235_17-6;RAL-176_1286_17-6;FBti0019354;LUN-004_1073_17-6	7474;514;7482;7490;7491;7474;7469	0.9620000000000001;0.066;0.963;0.964;0.964;.;0.961	0.979327255	0.97	HRR	YES	3	2	2
FBti0019355	3R	10958085	10963254	#ERROR!	RNA	LINE	R1	Rt1b	YES	5	GIM-012;ORE;SLA-001;A5;ISO-1	ORE_1024_Rt1b;GIM-012_1108_Rt1b;SLA-001_1336_Rt1b;SLA-001_1338_Rt1b;A5_1038_Rt1b;FBti0019355	5017;533;4964;4949;650;5169	0.981;0.104;0.971;0.968;0.127;.	1.088141394	1	HRR	YES	2	3	0
FBti0020329	3R	11568355	11568628	#ERROR!	RNA	LINE	Jockey	G5	YES	46	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1	A2_1019_G5;ORE_1034_G5;A6_1118_G5;B6_1060_G5;B4_1045_G5;B3_1047_G5;JUT-008_1037_G5;MUN-008_1136_G5;AB8_1046_G5;AKA-017_1041_G5;MUN-013_1227_G5;A3_1024_G5;STO-022_1176_G5;B2_1147_G5;GIM-012_1113_G5;AKA-018_1171_G5;JUT-011_1042_G5;COR-018_1308_G5;TEN-015_1071_G5;RAL-177_1048_G5;A4_1003_G5;A1_1081_G5;RAL-375_1012_G5;SLA-001_1348_G5;RAL-059_1258_G5;A7_1062_G5;MUN-015_1020_G5;KIE-094_1133_G5;GIM-024_1022_G5;COR-014_1019_G5;RAL-737_1264_G5;LUN-007_1358_G5;A5_1045_G5;COR-025_1188_G5;B1_1041_G5;RAL-426_1163_G5;COR-023_1010_G5;RAL-091_1349_G5;TOM-008_1035_G5;RAL-176_1296_G5;TOM-007_1121_G5;MUN-009_1092_G5;MUN-016_996_G5;MUN-020_1042_G5;MUN-020_1044_G5;RAL-855_1013_G5;FBti0020329	273;283;282;273;273;283;273;273;283;283;264;273;283;282;273;282;273;283;283;292;273;283;291;283;273;273;292;273;283;283;283;236;283;283;273;292;278;281;283;282;283;273;274;273;274;283;273	0.055999999999999994;0.057999999999999996;0.057999999999999996;0.055999999999999994;0.055999999999999994;0.057999999999999996;0.056;0.056;0.057999999999999996;0.058;0.054;0.055999999999999994;0.058;0.057999999999999996;0.056;0.058;0.056;0.058;0.058;0.06;0.055999999999999994;0.057999999999999996;0.06;0.058;0.056;0.055999999999999994;0.06;0.056;0.058;0.058;0.058;0.049;0.057999999999999996;0.058;0.055999999999999994;0.06;0.057;0.058;0.058;0.058;0.058;0.056;0.056;0.056;0.056;0.058;.	2.720353485	1.195	HRR	YES	16	25	5
FBti0019360	3R	12022938	12025059	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	YES	10	ORE;A6;B6;COR-018;TEN-015;A4;A1;SLA-001;A5;ISO-1	ORE_1039_pogo;A6_1126_pogo;B6_1073_pogo;COR-018_1317_pogo;TEN-015_1079_pogo;A4_1010_pogo;A1_1089_pogo;SLA-001_1351_pogo;A5_1049_pogo;FBti0019360	2123;2123;2123;2123;2109;2123;2122;2121;2123;2121	0.951;0.951;0.951;0.951;0.944;0.951;0.95;0.95;0.951;.	0.652884836	1.355	HRR	YES	5	4	1
FBti0020082	3L	9533808	9541310	#ERROR!	RNA	LTR	Gypsy	412	YES	2	ISO-1;B6	B6_821_412;FBti0020082	7502;7502	0.9640000000000001;.	3.668970291	3.205	HRR	YES	2	0	0
FBti0062854	3R	12588914	12589346	#ERROR!	DNA	TIR	hAT-hobo	H	YES	40	A2;ORE;A6;B6;B4;B3;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;A7;KIE-094;GIM-024;COR-014;LUN-007;A5;COR-025;B1;COR-023;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;ISO-1;LUN-004	A2_1057_H;ORE_1065_H;A6_1161_H;B6_1104_H;B4_1074_H;B3_1086_H;MUN-008_1168_H;AB8_1088_H;AKA-017_1082_H;MUN-013_1267_H;A3_1065_H;STO-022_1203_H;B2_1178_H;GIM-012_1180_H;AKA-018_1204_H;JUT-011_1090_H;COR-018_1351_H;TEN-015_1101_H;RAL-177_1081_H;A4_1031_H;A1_1131_H;RAL-375_1045_H;SLA-001_1367_H;A7_1101_H;KIE-094_1176_H;GIM-024_1087_H;COR-014_1050_H;LUN-007_1387_H;A5_1086_H;COR-025_1233_H;B1_1077_H;COR-023_1053_H;TOM-008_1065_H;RAL-176_1344_H;TOM-007_1162_H;MUN-009_1132_H;MUN-016_1027_H;MUN-020_1074_H;FBti0062854;LUN-004_1150_H	432;444;432;432;288;433;432;474;432;432;432;435;432;483;432;430;432;428;475;432;475;431;432;432;432;432;488;432;432;432;432;474;474;432;425;433;432;432;432;432	0.14400000000000002;0.14800000000000002;0.14400000000000002;0.14400000000000002;0.096;0.14400000000000002;0.144;0.158;0.144;0.144;0.14400000000000002;0.145;0.14400000000000002;0.161;0.144;0.143;0.144;0.142;0.158;0.14400000000000002;0.158;0.143;0.144;0.14400000000000002;0.144;0.144;0.162;0.144;0.14400000000000002;0.144;0.14400000000000002;0.158;0.158;0.144;0.141;0.144;0.144;0.144;.;0.144	2.502725207	1.54	HRR	YES	11	24	5
FBti0019372	3R	14021702	14023463	#ERROR!	DNA	TIR	TcMar-Tc1	S-element	YES	15	GIM-012;A2;ORE;GIM-024;B4;COR-014;MUN-008;MUN-016;RAL-059;AB8;AKA-017;MUN-013;A3;MUN-020;ISO-1	A2_1077_S-element;ORE_1086_S-element;B4_1092_S-element;MUN-008_1200_S-element;AB8_1107_S-element;AKA-017_1106_S-element;MUN-013_1289_S-element;A3_1085_S-element;GIM-012_1202_S-element;RAL-059_1306_S-element;GIM-024_1106_S-element;COR-014_1068_S-element;COR-014_1067_S-element;MUN-016_1047_S-element;MUN-020_1092_S-element;FBti0019372	1774;1776;1776;1776;1776;1773;1781;1776;1778;1788;1775;254;1774;1776;1775;1761	0.977;0.9790000000000001;0.9790000000000001;0.979;0.9790000000000001;0.977;0.981;0.9790000000000001;0.98;0.985;0.978;0.14;0.977;0.979;0.978;.	7.50817562	1.915	HRR	YES	5	9	1
FBti0019378	3R	15059337	15059465	#ERROR!	RNA	LINE	Jockey	BS	YES	16	GIM-012;AKA-018;B6;TOM-008;JUT-008;TOM-007;COR-014;A4;SLA-001;MUN-009;AB8;AKA-017;MUN-013;MUN-020;ISO-1;MUN-015	B6_1130_BS;JUT-008_1098_BS;AB8_1116_BS;AKA-017_1113_BS;MUN-013_1304_BS;GIM-012_1217_BS;AKA-018_1244_BS;A4_1058_BS;SLA-001_1398_BS;MUN-015_1100_BS;COR-014_1082_BS;TOM-008_1102_BS;TOM-007_1195_BS;MUN-009_1175_BS;MUN-020_1096_BS;FBti0019378	128;128;128;128;128;129;128;128;128;128;128;113;128;128;128;128	0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.021;0.024;0.024;0.024;.	3.917309019	2.165	HRR	YES	2	12	2
FBti0019386	3R	16189464	16189810	#ERROR!	RNA	LTR	Gypsy	Invader4	YES	26	ORE;A6;B6;B4;B3;JUT-008;AB8;AKA-017;STO-022;B2;TEN-015;RAL-177;A4;SLA-001;MUN-015;KIE-094;LUN-007;A5;RAL-426;COR-023;RAL-091;TOM-007;MUN-009;MUN-016;RAL-855;ISO-1	ORE_1114_Invader4;A6_1222_Invader4;B6_1144_Invader4;B4_1126_Invader4;B3_1132_Invader4;JUT-008_1117_Invader4;AB8_1136_Invader4;AKA-017_1124_Invader4;STO-022_1268_Invader4;B2_1235_Invader4;TEN-015_1151_Invader4;RAL-177_1128_Invader4;A4_1068_Invader4;SLA-001_1411_Invader4;MUN-015_1115_Invader4;KIE-094_1220_Invader4;LUN-007_1435_Invader4;A5_1131_Invader4;RAL-426_1242_Invader4;COR-023_1106_Invader4;RAL-091_1436_Invader4;TOM-007_1207_Invader4;MUN-009_1187_Invader4;MUN-016_1076_Invader4;RAL-855_1091_Invader4;FBti0019386	346;346;346;346;346;346;346;346;346;346;323;346;346;346;346;346;346;346;346;346;346;346;346;346;346;346	0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.104;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;0.111;.	1.305769673	2.425	HRR	YES	9	13	4
FBti0019430	3R	25324412	25328927	#ERROR!	RNA	LINE	Jockey	Doc	YES	40	A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;SLA-001;A7;MUN-015;KIE-094;GIM-024;RAL-737;LUN-007;A5;B1;RAL-426;COR-023;RAL-091;TOM-008;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A6_1359_Doc;B6_1272_Doc;B4_1263_Doc;B3_1269_Doc;JUT-008_1235_Doc;MUN-008_1377_Doc;AB8_1251_Doc;AKA-017_1258_Doc;MUN-013_1436_Doc;A3_1227_Doc;STO-022_1386_Doc;B2_1386_Doc;GIM-012_1336_Doc;AKA-018_1385_Doc;JUT-011_1278_Doc;COR-018_1535_Doc;TEN-015_1293_Doc;RAL-177_1254_Doc;A4_1193_Doc;A1_1317_Doc;SLA-001_1531_Doc;A7_1297_Doc;MUN-015_1239_Doc;KIE-094_1345_Doc;GIM-024_1254_Doc;RAL-737_1459_Doc;LUN-007_1573_Doc;A5_1250_Doc;B1_1252_Doc;RAL-426_1393_Doc;COR-023_1207_Doc;RAL-091_1677_Doc;TOM-008_1258_Doc;TOM-007_1339_Doc;MUN-009_1321_Doc;MUN-016_1185_Doc;MUN-020_1222_Doc;RAL-855_1240_Doc;FBti0019430;LUN-004_1337_Doc	4530;4525;4526;4526;4535;4530;4526;4514;4523;4526;4523;4533;4526;4526;4521;4525;4517;4525;4530;4526;4529;4530;4526;4518;4520;4529;4529;4530;4526;4515;4526;4521;4525;4525;4525;4525;4513;4520;4515;4524	0.9470000000000001;0.946;0.946;0.946;0.948;0.947;0.946;0.944;0.945;0.946;0.945;0.948;0.946;0.946;0.945;0.946;0.944;0.946;0.9470000000000001;0.946;0.947;0.9470000000000001;0.946;0.944;0.945;0.947;0.947;0.9470000000000001;0.946;0.944;0.946;0.945;0.946;0.946;0.946;0.946;0.943;0.945;.;0.946	1.196955534	3.21	HRR	YES	11	24	5
FBti0019453	3R	29319885	29320132	#ERROR!	RNA	LINE	Jockey	jockey	YES	3	B4;ISO-1;A1	B4_1304_jockey;A1_1357_jockey;FBti0019453	252;252;247	0.05;0.05;.	7.50817562	2.895	HRR	YES	3	0	0
FBti0019457	3R	29760415	29761560	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	YES	4	RAL-375;ISO-1;B6;A4	B6_1328_pogo;A4_1235_pogo;RAL-375_1276_pogo;FBti0019457	1146;1146;1148;1145	0.513;0.513;0.514;.	1.632212091	2.845	HRR	YES	3	0	1
FBti0020393	3R	30818868	30820372	#ERROR!	DNA	TIR	P	1360	YES	12	ORE;B4;TOM-007;A1;MUN-009;RAL-059;RAL-855;MUN-013;COR-025;B1;ISO-1;LUN-004	ORE_1295_1360;B4_1322_1360;MUN-013_1547_1360;A1_1380_1360;RAL-059_1633_1360;COR-025_1500_1360;B1_1318_1360;TOM-007_1417_1360;MUN-009_1394_1360;RAL-855_1330_1360;RAL-855_1329_1360;FBti0020393;LUN-004_1433_1360	1505;1507;1506;1507;1509;1508;1507;1507;1505;1446;1502;1504;1507	0.325;0.325;0.325;0.325;0.326;0.325;0.325;0.325;0.325;0.312;0.324;.;0.325	0.652884836	0	LRR	YES	7	5	0
FBti0019564	X	3785867	3786055	-	RNA	LTR	Gypsy	mdg1	YES	1	ISO-1	FBti0019564	188	.	.	.	.	YES	1	0	0
FBti0060479	X	4688368	4688628	#ERROR!	RNA	LTR	Gypsy	HMS-Beagle	YES	1	ISO-1	FBti0060479	260	.	.	.	.	YES	1	0	0
FBti0019590	X	6430043	6435212	#ERROR!	RNA	LINE	R1	Rt1b	YES	4	A1;RAL-091;TEN-015;ISO-1	TEN-015_1496_Rt1b;A1_1516_Rt1b;RAL-091_1913_Rt1b;FBti0019590	5011;5016;5020;5169	0.98;0.981;0.982;.	12.74888675	3.755	HRR	YES	3	1	0
